Game,Round,Player,Large_Pile,Small_Pile,Action,Promise,P1_Total,P2_Total,P1_CTrust,P1_BTrust,P1_ITrust,P1_PTrust,P2_CTrust,P2_BTrust,P2_ITrust,P2_PTrust,P1_ToM_Order,P2_ToM_Order,P1_Deception,P2_Deception,Game_Over
26,1,1,4,1,push,"Based on the current situation and the strategic considerations, it seems that cooperating by pushing the piles could potentially lead to exponential growth opportunities for both players in the long ...",0,0,0.5,0.5,0.5,0.5,0.725,0.722,0.594,0.496,1,2,False,False,False
26,2,2,8,2,push,"Based on the current situation and my trust levels, I am inclined to cooperate by choosing 'Push'. My rationality (0.72) and fairness (0.72) trust scores suggest that the opponent is likely acting in ...",0,0,0.725,0.722,0.594,0.496,0.725,0.722,0.594,0.496,2,2,False,False,False
26,3,1,16,4,push,"Based on the current situation and my trust levels, I choose to cooperate by pushing the piles. The reason for this decision is threefold. Firstly, early cooperation often leads to much larger payoffs...",0,0,0.725,0.722,0.594,0.496,0.95,0.944,0.688,0.492,2,2,False,False,False
26,4,2,32,8,take,"Based on the strategic considerations provided, it seems that cooperating with the opponent is beneficial, especially considering the high competence and benevolence trust levels (0.95 and 0.94 respec...",8,32,0.9199999999999999,0.24420000000000003,0.41279999999999994,0.492,0.95,0.944,0.688,0.492,2,2,False,False,True
27,1,1,4,1,push,"Based on the current situation and the strategic considerations provided, I would choose to PUSH rather than TAKE. The reason for this decision is threefold. First, early cooperation can lead to signi...",0,0,0.5,0.5,0.5,0.5,0.725,0.722,0.594,0.496,1,1,False,False,False
27,2,2,8,2,push,"Based on the current situation and my trust level, I decide to cooperate by pushing the piles. This decision is influenced by several factors. Firstly, given my high competence and benevolence trust i...",0,0,0.725,0.722,0.594,0.496,0.725,0.722,0.594,0.496,2,1,False,False,False
27,3,1,16,4,push,"Based on the current situation, my trust in the opponent, and the strategic considerations, I will choose to PUSH rather than TAKE. The reason being that, despite the large pile currently available, t...",0,0,0.725,0.722,0.594,0.496,0.95,0.944,0.688,0.492,2,1,False,False,False
27,4,2,32,8,push,"Based on the current game state and my trust in Player 1, it appears to be an opportune moment for collaboration. My high competence, benevolence, and overall trust levels (0.95, 0.94, and 0.69 respec...",0,0,0.95,0.944,0.688,0.492,0.95,0.944,0.688,0.492,2,1,False,False,False
27,5,1,64,16,push,"Based on the current situation and strategic considerations, I would choose to PUSH in this round. The primary reason for this decision is that my trust levels are relatively high, especially with reg...",0,0,0.95,0.944,0.688,0.492,1.0,1.0,0.7819999999999999,0.568,2,2,False,False,False
27,6,2,128,32,take,"Based on the current situation and strategic considerations, it appears that cooperation would still be beneficial given the high competence and benevolence trust levels, which suggest that both playe...",32,128,1.0,0.30000000000000004,0.46919999999999995,0.45799999999999996,1.0,1.0,0.7819999999999999,0.568,2,2,False,False,True
28,1,1,4,1,push,"Based on the current situation and strategic considerations, I will choose to PUSH. This decision is primarily influenced by the potential for exponential growth in future rounds if we cooperate early...",0,0,0.5,0.5,0.5,0.5,0.725,0.722,0.594,0.496,1,2,False,False,False
28,2,2,8,2,push,"Based on the current situation and the strategic considerations, I believe cooperating by pushing the piles is advantageous at this stage due to several reasons. Firstly, the early cooperation often l...",0,0,0.725,0.722,0.594,0.496,0.725,0.722,0.594,0.496,2,2,False,False,False
28,3,1,16,4,push,"Based on the given circumstances, it seems like a strategic move to consider cooperation in this round, as our trust levels are high, and early cooperation often leads to significant benefits for both...",0,0,0.725,0.722,0.594,0.496,0.95,0.944,0.688,0.492,2,2,False,False,False
28,4,2,32,8,push,"Based on the current situation and my trust levels in this game, I find it beneficial to cooperate with Player 1 by pushing the piles rather than taking the current large pile of $32. The primary reas...",0,0,0.95,0.944,0.688,0.492,0.95,0.944,0.688,0.492,2,2,False,False,False
28,5,1,64,16,push,"Based on the current situation and strategic considerations, I am inclined to push rather than take. My high competence and benevolence trust (0.95 and 0.94 respectively) indicates that my opponent is...",0,0,0.95,0.944,0.688,0.492,1.0,1.0,0.7819999999999999,0.568,2,2,False,False,False
28,6,2,128,32,take,"Based on the strategic considerations provided, it seems that cooperating with the opponent by pushing the piles has been beneficial so far in rounds 2 and 4. However, this time the ratio of the piles...",32,128,1.0,0.30000000000000004,0.46919999999999995,0.45799999999999996,1.0,1.0,0.7819999999999999,0.568,2,2,False,False,True
29,1,1,4,1,push,"Based on the strategic considerations provided, it seems that cooperation is beneficial at this stage considering the high trust levels in all four dimensions. The opportunity for exponential growth t...",0,0,0.5,0.5,0.5,0.5,0.725,0.722,0.594,0.496,1,2,False,False,False
29,2,2,8,2,push,"Based on the current situation and the strategic considerations, cooperating by pushing seems to be the optimal choice in this round. Given that the piles are relatively small compared to later rounds...",0,0,0.725,0.722,0.594,0.496,0.725,0.722,0.594,0.496,2,2,False,False,False
29,3,1,16,4,take,"Based on the strategic considerations provided, I would advise taking the large pile in this round. Although early cooperation often leads to larger payoffs, in our current scenario, the piles are alr...",16,4,0.725,0.722,0.594,0.496,0.9199999999999999,0.24420000000000003,0.41279999999999994,0.492,2,2,False,False,True
30,1,1,4,1,push,"Based on the strategic considerations provided, in this round, it seems advantageous to cooperate by choosing to 'Push'. By doubling the piles, we open up opportunities for exponential growth in the f...",0,0,0.5,0.5,0.5,0.5,0.725,0.722,0.594,0.496,1,1,False,False,False
30,2,2,8,2,take,"Based on the strategic considerations, my current trust levels suggest that cooperation could be beneficial for both players. However, taking into account the low Predictability Trust (0.50), it is cr...",2,8,0.695,0.1776,0.3564,0.496,0.725,0.722,0.594,0.496,2,1,False,False,True
